Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Frank Boyce,Minnesota,do,do,$30000,Minnesota,0
Frank Kiefer,do,do,do,$18000,Minnesota,0
J. F. Swearingen,Illinois,do,Fairmont,$42000,Minnesota,0
Mrs. Sallie E. Everett,Maine,do,Glencoe,$30000,Minnesota,0
George W. Buffum,Minnesota,do,do,$30000,Minnesota,0
Miss Anabel Lee,New York,do,Glencoe,$26000,Minnesota,0
Mrs. Jennie M. Prouty,do,do,Kasson,$30000,Minnesota,0
Mrs. Amelia A. Fisher,do,do,Granite Falls,$30000,Minnesota,0
Fred. L. Prescott,Minnesota,do,Herman,$7500,Minnesota,0
Albert H. Goodrich,do,do,Hastings,$6000,Minnesota,0
Elmer E. Lum,do,do,do,$12000,Minnesota,0
F. H. Jorgenson,Minnesota,do,do,$12000,Minnesota,0
Mrs. Emily C. Seeley,Ohio,do,Lake City,$30000,Minnesota,0
Miss Jennie Seeley,Minnesota,do,Le Sueur,$15000,Minnesota,0
Miss Flora G. Evans,Minnesota,do,Le Sueur,$15000,Minnesota,0
W. A. Wright,Canada,do,Litchfield,$40000,Minnesota,0
William Robson,Minnesota,do,Luverne,$30000,Minnesota,0
D. S. Evans,Wales,do,Mankato,$72000,Minnesota,0
Bruno Bierbauer,Minnesota,do,do,$48000,Minnesota,0
J. F. Meagher,do,do,do,$42000,Minnesota,0
Mrs. L. P. Hunt,New Hampshire,do,do,$49000,Minnesota,0
Thomas F. Baldwin,New York,do,Marshall,$9000,Minnesota,0
Samuel Bowler,England,do,do,$60000,Minnesota,0
Miss Laura Amy,Wisconsin,do,Minneapolis,$36000,Minnesota,0
F. K. Barlow,Minnesota,do,do,$84000,Minnesota,0
G. F. Brimhall,do,do,do,$72000,Minnesota,0
W. L. Chamberlain,New York,do,do,$72000,Minnesota,0
P. J. Duley,do,do,do,$60000,Minnesota,0
J. H. Gill,do,do,do,$60000,Minnesota,0
J. B. Gorman,Massachusetts,do,do,$54000,Minnesota,0
F. H. Gibbons,Ireland,do,do,$60000,Minnesota,0
G. C. Hickman,do,do,do,$48000,Minnesota,0
D. M. Hawthorne,New York,do,do,$60000,Minnesota,0
Henry Hiedmann,Wisconsin,do,do,$30000,Minnesota,0
D. B. Johnson,do,do,do,$48000,Minnesota,0
F. H. Hyatt,do,do,do,$60000,Minnesota,0
Miss Ida Kent,do,do,do,$30000,Minnesota,0
George Knoblauch,Indiana,do,do,$54000,Minnesota,0
P. M. Laraway,Minnesota,do,do,$48000,Minnesota,0
Miss F. A. Laraway,do,do,do,$150000,Minnesota,0
W. Z. Menger,Iowa,do,do,$48000,Minnesota,0
