Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
James A. Hoover,do,do,do,$600.00,Indiana,0
Levi H. Scott,do,do,do,$480.00,Indiana,0
John C. Thurman,do,do,do,$300.00,Indiana,0
William H. McCuddy,do,do,do,$300.00,Indiana,0
Will F. Gwin,do,do,New Castle,$600.00,Indiana,0
Joe Nicholson,do,do,Noblesville,$270.00,Indiana,0
Carter Wallace,do,do,North Manchester,$300.00,Indiana,0
John Zahn,do,do,North Vernon,$300.00,Indiana,0
John Harkins,Kentucky,do,Notre Dame,$600.00,Indiana,0
Jesse S. Hitch,Indiana,do,Peru,p.d. $1.00,Indiana,0
Miss A. M. Howe,do,do,do,$300.00,Indiana,0
Miss A. M. Glover,do,do,Petersburgh,$200.00,Indiana,0
Daniel Pottinger,do,do,Plymouth,$400.00,Indiana,0
Miss Dora F. Pottinger,do,do,do,$300.00,Indiana,0
Miss Minnie Headington,do,do,Portland,$300.00,Indiana,0
Miss Grace E. Calkins,do,do,do,$250.00,Indiana,0
W. H. Morrow,do,do,do,p.d. $1.00,Indiana,0
Miss Carrie E. Shryock,do,do,Rochester,$468.00,Indiana,0
Miss Emma Sigenfuss,do,do,do,$96.00,Indiana,0
J. Henry Barnum,Michigan,do,do,$192.00,Indiana,0
