Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
George W. Ranes,Kentucky,Kentucky,Paintsville,$150.00,Kentucky,0
C. T. Kenner,Kentucky,Kentucky,Paris,$600.00,Kentucky,0
C. A. Daugherty,Kentucky,Kentucky,Pembroke,$100.00,Kentucky,0
Mrs. Angie Layne,Kentucky,Kentucky,Prestonsburg,$100.00,Kentucky,0
Lewis Francis Sasseen,Kentucky,Kentucky,Princeton,$300.00,Kentucky,0
Mrs. Mattie E. Cravens,Kentucky,Kentucky,Princeton,$300.00,Kentucky,0
Mrs. M. J. Taylor,Kentucky,Kentucky,Richmond,$400.00,Kentucky,0
M. B. Pettus,Kentucky,Kentucky,Russellville,$324.00,Kentucky,0
S. E. Settle,Ohio,Kentucky,Salyersville,$100.00,Kentucky,0
Mrs. R. S. Brown,Kentucky,Kentucky,Scottsville,$150.00,Kentucky,0
John T. Ballard,Kentucky,Kentucky,Shelbyville,$900.00,Kentucky,0
Columbus Hume,Kentucky,Kentucky,Simpsonville,$150.00,Kentucky,0
Miss Maggie L. Porch,Kentucky,Kentucky,Somerset,$300.00,Kentucky,0
Eugene Craig,Kentucky,Kentucky,Versailles,$442.00,Kentucky,0
James Minary,Kentucky,Kentucky,Warsaw,p.d. $1.00,Kentucky,0
J. E. Chilton,Kentucky,Kentucky,Whitesburg,$250.00,Kentucky,0
George P. Johnson,Kentucky,Kentucky,Williamsville,$75.00,Kentucky,0
Edd S. Kohlhass,Kentucky,Kentucky,Winchester,p.m. $20.00,Kentucky,1
William H. Rankin,Kentucky,Kentucky,Winchester,p.m. $16.00,Kentucky,0
Edmund A. Buddenbrock,Louisiana,Louisiana,Alexandria,$75.00,Louisiana,0
John O'Connor,Ireland,Louisiana,Baton Rouge,p.d. $1.00,Louisiana,0
M. Sigmund Wolfe,Louisiana,Louisiana,Baton Rouge,$600.00,Louisiana,0
S. H. Bres jr,Louisiana,Louisiana,Baton Rouge,$60.00,Louisiana,0
James Ramsey Duke,Louisiana,Louisiana,Donaldsonville,$325.00,Louisiana,0
Henry Otto Maher,Louisiana,Louisiana,Gretna,$300.00,Louisiana,0
J. A. Landry,Louisiana,Louisiana,Houma,$75.00,Louisiana,0
S. G. Freeman,Mississippi,Louisiana,Girard,$75.00,Louisiana,0
William J. Davis,Louisiana,Louisiana,Harrisonburgh,$50.00,Louisiana,0
Willis Magee,Florida,Louisiana,Kentwood,$250.00,Louisiana,0
D. J. Winn,Georgia,Louisiana,Lafayette,p.d. $1.00,Louisiana,0
Mrs. E. E. Warms,England,Louisiana,Lake Charles,$60.00,Louisiana,0
Thomas E. Willis,Louisiana,Louisiana,Monroe,$350.00,Louisiana,0
Charles J. Penn,Connecticut,Louisiana,Monroe,$600.00,Louisiana,0
S. E. Jones,Louisiana,Louisiana,Natchitoches,$150.00,Louisiana,0
Charles Hewitt,Louisiana,Louisiana,New Iberia,$245.00,Louisiana,0
Joseph H. Baker,New York,Louisiana,New Orleans,$800.00,Louisiana,0
John Barnes,Alabama,Louisiana,New Orleans,$720.00,Louisiana,0
Robert Barrette,Mississippi,Louisiana,New Orleans,$900.00,Louisiana,0
Henry H. Berthelot,Georgia,Louisiana,New Orleans,$600.00,Louisiana,0
