Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
John A. Taft,Massachusetts,do,do,P. M. $200000,Massachusetts,1
George G. Makepeace,do,do,West Barnstable,$4000,Massachusetts,0
Arthur F. Warren,do,do,do,$3000,Massachusetts,0
Miss Ida C. Kingsbury,do,do,Wellesley,$20000,Massachusetts,0
Llewellyn Claflin jr,Connecticut,do,Westfield,$40000,Massachusetts,0
Miss Emma Uhlish,North Carolina,do,do,$35000,Massachusetts,0
William Lincoln Bartlett,Illinois,do,do,$30000,Massachusetts,0
William A. St. Thomas,do,do,do,$30000,Massachusetts,0
Miss Nella F. Biggs,Massachusetts,do,West Gardner,$30400,Massachusetts,0
Mrs. Ella S. Woodbury,do,do,do,P. M. $100,Massachusetts,1
Miss Mary F. Goddard,do,do,do,P. M. $100,Massachusetts,1
Miss Mary G. Richards,do,do,Weymouth,$25000,Massachusetts,0
F. F. Shepard,do,do,do,$20000,Massachusetts,0
Charles A. Merrill,do,do,Williamstown,$31200,Massachusetts,0
Miss Hattie M. Wyman,do,do,Winchester,$30000,Massachusetts,0
Frank Doane,do,do,do,$30000,Massachusetts,0
Lincoln D. Hine,do,do,Winchester,$52400,Massachusetts,0
George L. Cobb,do,do,Woburn,$60000,Massachusetts,0
Eugene W. Foss,do,do,do,$30000,Massachusetts,0
George A. Buchanan,do,do,do,$30000,Massachusetts,0
William A. Rickett,do,do,Worcester,$120000,Massachusetts,0
Salem Chamberlain,do,do,do,$120000,Massachusetts,0
George S. Maynard,do,do,do,$100000,Massachusetts,0
James H. Howland,do,do,do,$80000,Massachusetts,0
James Brown,do,do,do,$50000,Massachusetts,0
