Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Lewis P. Caldren,do,do,do,$30000,Pennsylvania,0
John H. Deuel,New York,do,Warren,$30000,Pennsylvania,0
Thomas E. Cook,Pennsylvania,do,do,$49200,Pennsylvania,0
Miss Nellie M. Hall,do,do,do,$30000,Pennsylvania,0
John A. Leach,do,do,Washington,$30000,Pennsylvania,0
Edward Smith,do,do,do,$25000,Pennsylvania,0
Miss Mary Virginia Shay,do,do,do,$20000,Pennsylvania,0
H. B. Durant,do,do,do,$30000,Pennsylvania,0
Mrs. Belle A. Cooke,do,do,do,,Pennsylvania,0
Robert R. Davis,do,do,Waynesburg,$40000,Pennsylvania,0
Miss Sallie Haines,do,do,do,$30000,Pennsylvania,0
Miss Mattie A. England,do,do,West Chester,$47500,Pennsylvania,0
David T. Bishop,do,do,do,$27500,Pennsylvania,0
George W. Matlack,do,do,do,$30000,Pennsylvania,0
F. D. McNaughton,do,do,Westfield,$15000,Pennsylvania,0
W. H. Dormant,do,do,do,$24000,Pennsylvania,0
Miss Lizzie Carey,do,do,Wilkesbarre,$30000,Pennsylvania,0
Samuel M. Barton,do,do,Wilkes Barre,$130000,Pennsylvania,0
Samuel E. Ayres,New York,do,do,$90000,Pennsylvania,0
Miss M. A. Fell,Pennsylvania,do,do,$30000,Pennsylvania,0
Abram J. Orr,do,do,do,$30000,Pennsylvania,0
Miss Sally Sturdivant,do,do,do,$45000,Pennsylvania,0
Miss Lizzie Orr,New York,do,do,$30000,Pennsylvania,0
John H. Burrows,Pennsylvania,do,Williamsport,$25000,Pennsylvania,0
David Deer,do,do,do,$25000,Pennsylvania,0
Walter S. Chatham,do,do,do,$25000,Pennsylvania,0
Samuel E. Gault,do,do,do,$40000,Pennsylvania,0
David A. Starkman,do,do,do,$60000,Pennsylvania,0
Samuel Transue,do,do,do,$30000,Pennsylvania,0
William E. Kauffman,do,do,York,$110000,Pennsylvania,0
Elwood Scott Kirk,do,do,do,$80000,Pennsylvania,0
Edward K. Hersh,do,do,do,$30000,Pennsylvania,0
William R. Dorr,do,do,do,$30000,Pennsylvania,0
Miss Desdemona A. Allen,Rhode Island,Rhode Island,Central Falls,p.w. $800,Rhode Island,0
Mrs. Caroline A. Peck,do,do,do,p.w. $700,Rhode Island,0
J. Frank Sunderland,do,do,East Greenwich,$60000,Rhode Island,0
Abmond W. Flake,do,do,Hope,$10000,Rhode Island,0
Henry F. Jenison,do,do,Lonsdale,$15000,Rhode Island,0
James Thomas Caswell,do,do,Narragansett Pier,$20000,Rhode Island,0
E. W. Chappell,do,do,do,$17500,Rhode Island,0
