Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Edward S. Moore,Massachusetts,do,do,$900.00,Massachusetts,0
Edward H. McCormick,do,do,do,$800.00,Massachusetts,0
George J. Moulton,do,do,do,$900.00,Massachusetts,0
Henry F. Norcross,do,do,do,$840.00,Massachusetts,0
John S. McGowan,Maine,do,do,$480.00,Massachusetts,0
Robert S. Nadine,Massachusetts,do,do,$1080.00,Massachusetts,0
John H. Nourse,do,do,do,$1200.00,Massachusetts,0
Peter H. Neff,New York,do,do,$720.00,Massachusetts,0
Thomas J. O'Gorman,Ireland,do,do,$660.00,Massachusetts,0
Thomas H. Plunkett,Massachusetts,do,do,$900.00,Massachusetts,0
Albert Pierce,New Hampshire,do,do,$780.00,Massachusetts,0
Ferdinand C. Pease,Louisiana,do,do,$840.00,Massachusetts,0
William H. Pearson Jr.,Massachusetts,do,do,$720.00,Massachusetts,0
Henry P. Peters,Virginia,do,do,$780.00,Massachusetts,0
Frederick C. Potter,Massachusetts,do,do,$840.00,Massachusetts,0
Frank H. Pratt,do,do,do,$540.00,Massachusetts,0
Jeffrey J. Pendergast,Massachusetts,do,do,$1020.00,Massachusetts,0
William H. Plainted,do,do,do,$780.00,Massachusetts,0
Henry A. Patch,do,do,do,$600.00,Massachusetts,0
Charles A. Page,Massachusetts,do,do,$900.00,Massachusetts,0
Mrs. Susan S. Parker,do,do,do,$600.00,Massachusetts,0
William H. Partridge,New Hampshire,do,do,$840.00,Massachusetts,0
Miss Harriet E. Paulding,Massachusetts,do,do,$540.00,Massachusetts,0
Frank P. Poor,do,do,do,$720.00,Massachusetts,0
Charles H. Pease,do,do,do,$720.00,Massachusetts,0
Walter H. Price,New Hampshire,do,do,$600.00,Massachusetts,0
George G. S. Perkins,Canada,do,do,$900.00,Massachusetts,0
William H. Robinson,Massachusetts,do,do,$720.00,Massachusetts,0
Eugene A. Reed,do,do,do,$1800.00,Massachusetts,0
William E. H. Ryder,do,do,do,$1200.00,Massachusetts,0
William H. Ryder,do,do,do,$1200.00,Massachusetts,0
Bradford Reed,do,do,do,$1140.00,Massachusetts,0
George L. Royalton,do,do,do,$900.00,Massachusetts,0
Charles H. Rollins,do,do,do,$900.00,Massachusetts,0
George E. Rogers,do,do,do,$780.00,Massachusetts,0
Gardner W. Ring,do,do,do,$900.00,Massachusetts,0
William H. Remick,do,do,do,$900.00,Massachusetts,0
Charles S. Roberts,do,do,do,$600.00,Massachusetts,0
Edward J. Ryan,do,do,do,$1800.00,Massachusetts,0
George A. Rich,do,do,do,$720.00,Massachusetts,0
George B. Rickards,Pennsylvania,do,do,$540.00,Massachusetts,0
Cyrus W. Ruggles,Massachusetts,do,do,$1800.00,Massachusetts,0
John A. Smith,do,do,do,$2400.00,Massachusetts,0
Charles D. Soule,Maine,do,do,$800.00,Massachusetts,0
Frederick A. Smith,Massachusetts,do,do,$1200.00,Massachusetts,0
John H. Smith,do,do,do,$900.00,Massachusetts,0
Charles E. Smith,do,do,do,$540.00,Massachusetts,0
John G. Small,Maine,do,do,$1080.00,Massachusetts,0
Frank Stearns,do,do,do,$1200.00,Massachusetts,0
Alfred Sanborn,Massachusetts,do,do,$1200.00,Massachusetts,0
Joseph Stedman,do,do,do,$780.00,Massachusetts,0
