Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Miss A. J. Bishop,do,do,Marion,$35000,Kansas,0
Miss Carrie M. Sibley,New York,do,Marion,p.d. $100,Kansas,0
Lewis J. Wise,Illinois,do,Marysville,$15000,Kansas,0
Lewis Miller,do,do,McPherson,$40000,Kansas,0
Charles W. Tweedle,Kentucky,do,do,$40000,Kansas,0
John Barney,Indiana,do,do,$20000,Kansas,0
W. E. Barnes,Pennsylvania,do,Medicine Lodge,$15000,Kansas,0
Orville S. Finke,do,do,Newton,$60000,Kansas,0
Mrs. Lizzie M. Finke,New York,do,do,$50000,Kansas,0
Wm. Barber,Ohio,do,North Topeka,$20000,Kansas,0
C. S. Hallowell,Iowa,do,Oberlin,$10000,Kansas,0
Elmer W. Potts,Ohio,do,Olathe,$40000,Kansas,0
Charles W. Hill,do,do,do,$40000,Kansas,0
Mrs. Emma E. Admire,Indiana,do,Osage City,$45000,Kansas,0
Carl Ericson,Sweden,do,do,$30000,Kansas,0
Geo. W. Greenough,Massachusetts,do,Osborne,$20000,Kansas,0
W. K. Eckman,Ohio,do,Osborne,$10000,Kansas,0
Wm. S. S. Pyle,Missouri,do,Ottawa,$70000,Kansas,0
Wm. E. Richey,Indiana,do,Ottawa,$70000,Kansas,0
David Jennings,Indiana,do,Oswego,$20000,Kansas,0
Mrs. Lou. A. Eaton,do,do,Paola,p.m. $3000,Kansas,0
Mrs. Jennie Hargaden,do,do,do,$20000,Kansas,0
Mrs. Sarah Peacy,Wisconsin,do,do,p.m. $2000,Kansas,0
H. C. Beckhold,Missouri,do,Parsons,$60000,Kansas,0
Geo. E. Marsh,Indiana,do,do,$40000,Kansas,0
Jos M. Knox,do,do,do,$30000,Kansas,0
Mrs. Edith L. Georgia,Michigan,do,Pittsburg,p.m. $3000,Kansas,0
J. W. Remington,Illinois,do,do,$20000,Kansas,0
John D. Heyse,Illinois,do,Russell,$27000,Kansas,0
Miss Birdie M. Stone,do,do,Salina,$35000,Kansas,0
Miss Jennie Muir,do,do,do,p.m. $2000,Kansas,0
Miss Addie Easton,Kansas,do,do,p.m. $2000,Kansas,0
T. G. Wellington,Ohio,do,Sedan,$60000,Kansas,0
Geo. W. Hendrickson,Kansas,do,Seneca,$15000,Kansas,0
A. J. White,Ohio,do,Scandia,$15000,Kansas,0
A. J. Moore,do,do,Sedan,$10000,Kansas,0
Geo. W. Keifhly,Kansas,do,Smith Centre,$10000,Kansas,0
Thos. Shoemaker,Indiana,do,Smith Centre,$45000,Kansas,0
Edw. E. Hopkins,Kansas,do,Solomon City,p.d. $100,Kansas,0
Mrs. Jennie Hiner,Ohio,do,Sterling,$30000,Kansas,0
E. L. Mitchell,do,do,Stockton,$1800,Kansas,0
F. J. Patchen,Minnesota,do,do,$3000,Kansas,0
A. L. Voorhees,Illinois,Kansas,Topeka,$90000,Kansas,0
J. L. King,do,do,do,$110000,Kansas,0
C. O. Merricks,do,do,do,$90000,Kansas,0
